# Taille [00-09]  	[10-19]  	[20-29]
1000	0.005918	0.005543	0.005589	
5000	0.029665	0.027990	0.028052	
10000	0.059491	0.056079	0.056265	
50000	0.314965	0.286774	0.289255	
100000	0.642482	0.585864	0.589385	
500000	3.495496	3.033589	3.052337	
