# Taille [00-09]  	[10-19]  	[20-29]
1000	0.003117	0.002971	0.003078	
5000	0.014796	0.015038	0.015570	
10000	0.030284	0.030274	0.031281	
50000	0.167882	0.157332	0.162113	
100000	0.351977	0.321795	0.331860	
500000	2.026122	1.743966	1.794259	
