# Taille [00-09]  	[10-19]  	[20-29]
1000	0.004278	0.004118	0.004024	
5000	0.029284	0.027997	0.027718	
10000	0.062995	0.060458	0.060286	
50000	0.372478	0.357100	0.356063	
100000	0.809008	0.774743	0.770447	
500000	4.723946	4.392100	4.361599	
