# Taille [00-09]  	[10-19]  	[20-29]
1000	0.006489	0.006106	0.006232	
5000	0.038587	0.036337	0.037436	
10000	0.081764	0.077183	0.081371	
50000	0.476185	0.444125	0.457799	
100000	1.014088	0.950291	0.975793	
500000	5.834212	5.372381	5.461900	
